SKU_Mueble;Cod_Elemento;Nombre_Pieza;Cantidad;Largo;Ancho;Espesor
4000;51;R012- -COSTADO CAJON- -Nï¿½51;6;420;120;12
4000;52;R012- -FRENTE CAJON- -Nï¿½52;3;391;196;15
4000;53;R012- -TRASCAJON- -Nï¿½53;3;348;110;12
4000;104;R012- -FONDO-(1.60)- -Nï¿½104;4;605;395;3
4000;105;R012- -FONDO CAJON- -Nï¿½105;3;418;373;3
4001;1;R012- -BASE-BAJOMESADA-(1.60)- -Nï¿½1;1;1597;448;15
4001;2;R012- -COSTADO DER-(1.60)- -Nï¿½2;1;675;448;15
4001;3;R012- -DIVISORIO-(1,20-1,40-1,60)- -Nï¿½3;1;570;448;15
4001;4;R012- -COSTADO IZQ-(1.60)- -Nï¿½4;1;675;448;15
4001;5;R012- -SENEFA-BAJOMESADA-(1.60)- -Nï¿½5;2;1567;105;15
4001;7;R012- -PUERTA-(1,20-1,60)- -Nï¿½7;3;595;390;15
4001;8;R012- -ESTANTE-BAJOMESADA-GRANDE-(1.60)- -Nï¿½8;1;775;240;15
4001;11;R012- -DIVISORIO-(1.60)- -Nï¿½11;1;570;448;15
4001;12;R012- -ESTANTE-BAJOMESADA-CHICO-(1.60)- -Nï¿½12;1;380;240;15
4001;51;R012- -COSTADO CAJON- -Nï¿½51;6;420;120;12
4001;52;R012- -FRENTE CAJON- -Nï¿½52;3;391;196;15
4001;53;R012- -TRASCAJON- -Nï¿½53;3;348;110;12
4001;104;R012- -FONDO-(1.60)- -Nï¿½104;4;605;395;3
4001;105;R012- -FONDO CAJON- -Nï¿½105;3;418;373;3
4002;1;R012- -BASE-BAJOMESADA-(1.60)- -Nï¿½1;1;1597;448;15
4002;2;R012- -COSTADO DER-(1.60)- -Nï¿½2;1;675;448;15
4002;3;R012- -DIVISORIO-(1,20-1,40-1,60)- -Nï¿½3;1;570;448;15
4002;4;R012- -COSTADO IZQ-(1.60)- -Nï¿½4;1;675;448;15
4002;5;R012- -SENEFA-BAJOMESADA-(1.60)- -Nï¿½5;2;1567;105;15
4002;7;R012- -PUERTA-(1,20-1,60)- -Nï¿½7;3;595;390;15
4002;8;R012- -ESTANTE-BAJOMESADA-GRANDE-(1.60)- -Nï¿½8;1;775;240;15
4002;11;R012- -DIVISORIO-(1.60)- -Nï¿½11;1;570;448;15
4002;12;R012- -ESTANTE-BAJOMESADA-CHICO-(1.60)- -Nï¿½12;1;380;240;15
4002;51;R012- -COSTADO CAJON- -Nï¿½51;6;420;120;12
4002;52;R012- -FRENTE CAJON- -Nï¿½52;3;391;196;15
4002;53;R012- -TRASCAJON- -Nï¿½53;3;348;110;12
4002;104;R012- -FONDO-(1.60)- -Nï¿½104;4;605;395;3
4002;105;R012- -FONDO CAJON- -Nï¿½105;3;418;373;3
4003;1;R012- -BASE-BAJOMESADA-(1.60)- -Nï¿½1;1;1597;448;15
4003;2;R012- -COSTADO DER-(1.60)- -Nï¿½2;1;675;448;15
4003;3;R012- -DIVISORIO-(1,20-1,40-1,60)- -Nï¿½3;1;570;448;15
4003;4;R012- -COSTADO IZQ-(1.60)- -Nï¿½4;1;675;448;15
4003;5;R012- -SENEFA-BAJOMESADA-(1.60)- -Nï¿½5;2;1567;105;15
4003;7;R012- -PUERTA-(1,20-1,60)- -Nï¿½7;3;595;390;15
4003;8;R012- -ESTANTE-BAJOMESADA-GRANDE-(1.60)- -Nï¿½8;1;775;240;15
4003;11;R012- -DIVISORIO-(1.60)- -Nï¿½11;1;570;448;15
4003;12;R012- -ESTANTE-BAJOMESADA-CHICO-(1.60)- -Nï¿½12;1;380;240;15
4003;51;R012- -COSTADO CAJON- -Nï¿½51;6;420;120;12
4003;52;R012- -FRENTE CAJON- -Nï¿½52;3;391;196;15
4003;53;R012- -TRASCAJON- -Nï¿½53;3;348;110;12
4003;104;R012- -FONDO-(1.60)- -Nï¿½104;4;605;395;3
4003;105;R012- -FONDO CAJON- -Nï¿½105;3;418;373;3
4004;1;R012- -BASE-BAJOMESADA-(1.60)- -Nï¿½1;1;1597;448;15
4004;2;R012- -COSTADO DER-(1.60)- -Nï¿½2;1;675;448;15
4004;3;R012- -DIVISORIO-(1,20-1,40-1,60)- -Nï¿½3;1;570;448;15
4004;4;R012- -COSTADO IZQ-(1.60)- -Nï¿½4;1;675;448;15
4004;5;R012- -SENEFA-BAJOMESADA-(1.60)- -Nï¿½5;2;1567;105;15
4004;7;R012- -PUERTA-(1,20-1,60)- -Nï¿½7;3;595;390;15
4004;8;R012- -ESTANTE-BAJOMESADA-GRANDE-(1.60)- -Nï¿½8;1;775;240;15
4004;11;R012- -DIVISORIO-(1.60)- -Nï¿½11;1;570;448;15
4004;12;R012- -ESTANTE-BAJOMESADA-CHICO-(1.60)- -Nï¿½12;1;380;240;15
4004;51;R012- -COSTADO CAJON- -Nï¿½51;6;420;120;12
4004;52;R012- -FRENTE CAJON- -Nï¿½52;3;391;196;15
4004;53;R012- -TRASCAJON- -Nï¿½53;3;348;110;12
4004;104;R012- -FONDO-(1.60)- -Nï¿½104;4;605;395;3
4004;105;R012- -FONDO CAJON- -Nï¿½105;3;418;373;3
4014;10;Nï¿½1---00207 BASE BAJOMES. (1,20);1;1197;448;15
4014;90;Nï¿½5---00212 SENEFA BAJOMES 1,20;2;1167;105;15
4014;270;00264 TRASCAJON BAJOM.;2;348;110;12
4014;42;COSTADO IZQ.-BAJOM.;1;675;448;15
4014;41;COSTADO DER. BAJOM.;1;675;448;15
4014;120;00254 ESTANTE BAJO MESADA 1,20 ;1;770;240;15
4014;261;COSTADO CAJON -BAJOM.;3;420;120;12
4014;262;COSTADO CAJON BAJOM.;3;420;120;12
4014;280;FONDO CAJON-BAJOMES.;1;418;373;3
4014;80;00211 FRENTE CAJON;3;391;196;15
4014;270;00264 TRASCAJON BAJOM.;1;348;110;12
4014;51;Nï¿½3---DIVISORIO-BAJOM. 1,20-1,40-1,60;1;570;448;15
4014;310;FONDO BAJOMES. COMUN;3;605;395;3
4014;280;FONDO CAJON-BAJOMES.;2;418;373;3
4014;60;00210 PUERTA-BAJOM. 1,20-160;2;595;390;15
4015;10;Nï¿½1---00207 BASE BAJOMES. (1,20);1;1197;448;15
4015;90;Nï¿½5---00212 SENEFA BAJOMES 1,20;2;1167;105;15
4015;270;00264 TRASCAJON BAJOM.;2;348;110;12
4015;42;COSTADO IZQ.-BAJOM.;1;675;448;15
4015;41;COSTADO DER. BAJOM.;1;675;448;15
4015;120;00254 ESTANTE BAJO MESADA 1,20 ;1;770;240;15
4015;261;COSTADO CAJON -BAJOM.;3;420;120;12
4015;262;COSTADO CAJON BAJOM.;3;420;120;12
4015;280;FONDO CAJON-BAJOMES.;1;418;373;3
4015;80;00211 FRENTE CAJON;3;391;196;15
4015;270;00264 TRASCAJON BAJOM.;1;348;110;12
4015;51;Nï¿½3---DIVISORIO-BAJOM. 1,20-1,40-1,60;1;570;448;15
4015;310;FONDO BAJOMES. COMUN;3;605;395;3
4015;280;FONDO CAJON-BAJOMES.;2;418;373;3
4015;60;00210 PUERTA-BAJOM. 1,20-160;2;595;390;15
4016;10;Nï¿½1---00207 BASE BAJOMES. (1,20);1;1197;448;15
4016;90;Nï¿½5---00212 SENEFA BAJOMES 1,20;2;1167;105;15
4016;270;00264 TRASCAJON BAJOM.;2;348;110;12
4016;42;COSTADO IZQ.-BAJOM.;1;675;448;15
4016;41;COSTADO DER. BAJOM.;1;675;448;15
4016;120;00254 ESTANTE BAJO MESADA 1,20 ;1;770;240;15
4016;261;COSTADO CAJON -BAJOM.;3;420;120;12
4016;262;COSTADO CAJON BAJOM.;3;420;120;12
4016;280;FONDO CAJON-BAJOMES.;1;418;373;3
4016;80;00211 FRENTE CAJON;3;391;196;15
4016;270;00264 TRASCAJON BAJOM.;1;348;110;12
4016;51;Nï¿½3---DIVISORIO-BAJOM. 1,20-1,40-1,60;1;570;448;15
4016;310;FONDO BAJOMES. COMUN;3;605;395;3
4016;280;FONDO CAJON-BAJOMES.;2;418;373;3
4016;60;00210 PUERTA-BAJOM. 1,20-160;2;595;390;15
4018;10;Nï¿½1---00207 BASE BAJOMES. (1,20);1;1197;448;15
4018;90;Nï¿½5---00212 SENEFA BAJOMES 1,20;2;1167;105;15
4018;270;00264 TRASCAJON BAJOM.;2;348;110;12
4018;42;COSTADO IZQ.-BAJOM.;1;675;448;15
4018;41;COSTADO DER. BAJOM.;1;675;448;15
4018;120;00254 ESTANTE BAJO MESADA 1,20 ;1;770;240;15
4018;261;COSTADO CAJON -BAJOM.;3;420;120;12
4018;262;COSTADO CAJON BAJOM.;3;420;120;12
4018;280;FONDO CAJON-BAJOMES.;1;418;373;3
4018;80;00211 FRENTE CAJON;3;391;196;15
4018;270;00264 TRASCAJON BAJOM.;1;348;110;12
4018;51;Nï¿½3---DIVISORIO-BAJOM. 1,20-1,40-1,60;1;570;448;15
4018;310;FONDO BAJOMES. COMUN;3;605;395;3
4018;280;FONDO CAJON-BAJOMES.;2;418;373;3
4018;60;00210 PUERTA-BAJOM. 1,20-160;2;595;390;15
4028;1;Nï¿½1---00207 BASE BAJOMES. (1,2);1;1197;448;15
4028;1;Nï¿½5---00212 SENEFA;2;1167;105;15
4028;1;00218 TRASCAJON P/12 MM-BAJOM.;2;348;110;12
4028;1;COSTADO IZQ. BAJOM.;1;675;448;15
4028;1;COSTADO DER. BAJOM.;1;675;448;15
4028;1;COSTADO CAJON  BAJOM.;6;420;120;12
4028;1;FONDO CAJON-BAJOMES.;1;418;373;3
4028;1;Nï¿½8---ESTANTE MOVIL BAJOMESADA;1;770;240;15
4028;1;00211 FRENTE CAJON;3;391;196;15
4028;1;00218 TRASCAJON P/12 MM-BAJOM.;1;348;110;15
4028;1;Nï¿½3---00209 DIVISORIO-BAJOM.;1;570;448;15
4028;1;FONDO BAJOMES. (1,2);3;605;395;3
4028;1;FONDO CAJON-BAJOMES.;2;418;373;3
4028;1;00210 PUERTA-BAJOM.;2;390;595;15
4029;1;Nï¿½1---00207 BASE BAJOMES. (1,2);1;1197;448;15
4029;1;Nï¿½5---00212 SENEFA;2;1167;105;15
4029;1;00218 TRASCAJON P/12 MM-BAJOM.;2;348;110;12
4029;1;COSTADO IZQ. BAJOM.;1;675;448;15
4029;1;COSTADO DER. BAJOM.;1;675;448;15
4029;1;COSTADO CAJON  BAJOM.;6;420;120;12
4029;1;FONDO CAJON-BAJOMES.;1;418;373;3
4029;1;Nï¿½8---ESTANTE MOVIL BAJOMESADA;1;770;240;15
4029;1;00211 FRENTE CAJON;3;391;196;15
4029;1;00218 TRASCAJON P/12 MM-BAJOM.;1;348;110;15
4029;1;Nï¿½3---00209 DIVISORIO-BAJOM.;1;570;448;15
4029;1;FONDO BAJOMES. (1,2);3;605;395;3
4029;1;FONDO CAJON-BAJOMES.;2;418;373;3
4029;1;00210 PUERTA-BAJOM.;2;390;595;15
4030;1;Nï¿½1---00207 BASE BAJOMES. (1,2);1;1197;448;15
4030;1;Nï¿½5---00212 SENEFA;2;1167;105;15
4030;1;00218 TRASCAJON P/12 MM-BAJOM.;2;348;110;12
4030;1;COSTADO IZQ. BAJOM.;1;675;448;15
4030;1;COSTADO DER. BAJOM.;1;675;448;15
4030;1;COSTADO CAJON  BAJOM.;6;420;120;12
4030;1;FONDO CAJON-BAJOMES.;1;418;373;3
4030;1;Nï¿½8---ESTANTE MOVIL BAJOMESADA;1;770;240;15
4030;1;00211 FRENTE CAJON;3;391;196;15
4030;1;00218 TRASCAJON P/12 MM-BAJOM.;1;348;110;15
4030;1;Nï¿½3---00209 DIVISORIO-BAJOM.;1;570;448;15
4030;1;FONDO BAJOMES. (1,2);3;605;395;3
4030;1;FONDO CAJON-BAJOMES.;2;418;373;3
4030;1;00210 PUERTA-BAJOM.;2;390;595;15
4031;1;Nï¿½1---00207 BASE BAJOMES. (1,2);1;1197;448;15
4031;1;Nï¿½5---00212 SENEFA;2;1167;105;15
4031;1;00218 TRASCAJON P/12 MM-BAJOM.;2;348;110;12
4031;1;COSTADO IZQ. BAJOM.;1;675;448;15
4031;1;COSTADO DER. BAJOM.;1;675;448;15
4031;1;COSTADO CAJON  BAJOM.;6;420;120;12
4031;1;FONDO CAJON-BAJOMES.;1;418;373;3
4031;1;Nï¿½8---ESTANTE MOVIL BAJOMESADA;1;770;240;15
4031;1;00211 FRENTE CAJON;3;391;196;15
4031;1;00218 TRASCAJON P/12 MM-BAJOM.;1;348;110;15
4031;1;Nï¿½3---00209 DIVISORIO-BAJOM.;1;570;448;15
4031;1;FONDO BAJOMES. (1,2);3;605;395;3
4031;1;FONDO CAJON-BAJOMES.;2;418;373;3
4031;1;00210 PUERTA-BAJOM.;2;390;595;15
4032;1;Nï¿½1---00207 BASE BAJOMES. (1,2);1;1197;448;15
4032;1;Nï¿½5---00212 SENEFA;2;1167;105;15
4032;1;00218 TRASCAJON P/12 MM-BAJOM.;2;348;110;12
4032;1;COSTADO IZQ. BAJOM.;1;675;448;15
4032;1;COSTADO DER. BAJOM.;1;675;448;15
4032;1;COSTADO CAJON  BAJOM.;6;420;120;12
4032;1;FONDO CAJON-BAJOMES.;1;418;373;3
4032;1;Nï¿½8---ESTANTE MOVIL BAJOMESADA;1;770;240;15
4032;1;00211 FRENTE CAJON;3;391;196;15
4032;1;00218 TRASCAJON P/12 MM-BAJOM.;1;348;110;15
4032;1;Nï¿½3---00209 DIVISORIO-BAJOM.;1;570;448;15
4032;1;FONDO BAJOMES. (1,2);3;605;395;3
4032;1;FONDO CAJON-BAJOMES.;2;418;373;3
4032;1;00210 PUERTA-BAJOM.;2;390;595;15
4054;1;COSTADOS DER (BM);1;675;448;15
4054;1;COSTADOS IZQ (BM);1;675;448;15
4054;1;BASE  (BM);1;410;448;15
4054;1;PUERTA  (BM);1;595;390;15
4054;1;SENEFA  (BM);2;380;105;15
4054;1;ESTANTE MOVIL  (BM);1;378;240;15
4054;1;FONDO BAJOMESADA;1;605;395;3
4055;1;COSTADOS DER (BM);1;675;448;15
4055;1;COSTADOS IZQ (BM);1;675;448;15
4055;1;BASE  (BM);1;410;448;15
4055;1;PUERTA  (BM);1;595;390;15
4055;1;SENEFA  (BM);2;380;105;15
4055;1;ESTANTE MOVIL  (BM);1;378;240;15
4055;1;FONDO BAJOMESADA;1;605;395;3
4057;1;COSTADOS DER (BM);1;675;448;15
4057;1;COSTADOS IZQ (BM);1;675;448;15
4057;1;BASE  (BM);1;410;448;15
4057;1;PUERTA  (BM);1;595;390;15
4057;1;SENEFA  (BM);2;380;105;15
4057;1;ESTANTE MOVIL  (BM);1;378;240;15
4056;1;FONDO BAJOMESADA;1;605;395;3
4056;1;COSTADOS DER (BM);1;675;448;15
4056;1;COSTADOS IZQ (BM);1;675;448;15
4056;1;BASE  (BM);1;410;448;15
4056;1;PUERTA  (BM);1;595;390;15
4056;1;SENEFA  (BM);2;380;105;15
4056;1;ESTANTE MOVIL  (BM);1;378;240;15
4056;1;FONDO BAJOMESADA;1;605;395;3
4007;210;Nï¿½1---00262 BASE Y TECHO-ALC. 1,60;2;1600;296;15
4007;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4007;222;COSTADO IZQ.-ALAC.;1;420;296;15
4007;290;FONDO ALACENA 1,20-160;4;397;440;3
4007;180;00260 ESTANTE ALACENA 1,60;2;775;140;15
4007;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4007;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4007;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4008;210;Nï¿½1---00262 BASE Y TECHO-ALC. 1,60;2;1600;296;15
4008;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4008;222;COSTADO IZQ.-ALAC.;1;420;296;15
4008;290;FONDO ALACENA 1,20-160;4;397;440;3
4008;180;00260 ESTANTE ALACENA 1,60;2;775;140;15
4008;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4008;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4008;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4009;210;Nï¿½1---00262 BASE Y TECHO-ALC. 1,60;2;1600;296;15
4009;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4009;222;COSTADO IZQ.-ALAC.;1;420;296;15
4009;290;FONDO ALACENA 1,20-160;4;397;440;3
4009;180;00260 ESTANTE ALACENA 1,60;2;775;140;15
4009;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4009;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4009;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4010;210;Nï¿½1---00262 BASE Y TECHO-ALC. 1,60;2;1600;296;15
4010;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4010;222;COSTADO IZQ.-ALAC.;1;420;296;15
4010;290;FONDO ALACENA 1,20-160;4;397;440;3
4010;180;00260 ESTANTE ALACENA 1,60;2;775;140;15
4010;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4010;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4010;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4011;210;Nï¿½1---00262 BASE Y TECHO-ALC. 1,60;2;1600;296;15
4011;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4011;222;COSTADO IZQ.-ALAC.;1;420;296;15
4011;290;FONDO ALACENA 1,20-160;4;397;440;3
4011;180;00260 ESTANTE ALACENA 1,60;2;775;140;15
4011;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4011;240;00216 PUERTA-ALAC. 1,20-160;2;440;391;15
4011;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4021;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4021;250;00263 PUERTA-ALAC. 1,40;2;440;457;15
4021;250;00263 PUERTA-ALAC. 1,40;1;440;457;15
4021;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4021;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4021;222;COSTADO IZQ.-ALAC.;1;420;296;15
4021;170;00259 ESTANTE ALACENA 1,40;1;906;140;15
4021;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4021;300;FONDO ALACENA 1,40;3;461;440;3
4022;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4022;250;00263 PUERTA-ALAC. 1,40;2;440;457;15
4022;250;00263 PUERTA-ALAC. 1,40;1;440;457;15
4022;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4022;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4022;222;COSTADO IZQ.-ALAC.;1;420;296;15
4022;170;00259 ESTANTE ALACENA 1,40;1;906;140;15
4022;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4022;300;FONDO ALACENA 1,40;3;461;440;3
4023;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4023;250;00263 PUERTA-ALAC. 1,40;2;440;457;15
4023;250;00263 PUERTA-ALAC. 1,40;1;440;457;15
4023;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4023;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4023;222;COSTADO IZQ.-ALAC.;1;420;296;15
4023;170;00259 ESTANTE ALACENA 1,40;1;906;140;15
4023;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4023;300;FONDO ALACENA 1,40;3;461;440;3
4024;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4024;250;00263 PUERTA-ALAC. 1,40;2;440;457;15
4024;250;00263 PUERTA-ALAC. 1,40;1;440;457;15
4024;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4024;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4024;222;COSTADO IZQ.-ALAC.;1;420;296;15
4024;170;00259 ESTANTE ALACENA 1,40;1;906;140;15
4024;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4024;300;FONDO ALACENA 1,40;3;461;440;3
4025;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4025;250;00263 PUERTA-ALAC. 1,40;2;440;457;15
4025;250;00263 PUERTA-ALAC. 1,40;1;440;457;15
4025;223;Nï¿½3---DIVISORIO.-ALAC.;1;420;296;15
4025;221;Nï¿½2---COSTADO DER. ALAC.;1;420;296;15
4025;222;COSTADO IZQ.-ALAC.;1;420;296;15
4025;170;00259 ESTANTE ALACENA 1,40;1;906;140;15
4025;200;Nï¿½1---00261 BASE Y TECHO-ALC. 1,40;1;1400;296;15
4025;300;FONDO ALACENA 1,40;3;461;440;3
4035;1;BASE ALACENA;1;1200;296;15
4035;1;00216 PUERTA-ALAC.;2;440;391;15
4035;1;Nï¿½3---00215 DIVISORIO-ALAC.;1;420;100;15
4035;1;COSTADO DER. ALAC.;1;420;296;15
4035;1;COSTADO DER. ALAC.;1;420;296;15
4035;1;00216 PUERTA-ALAC.;1;440;391;15
4035;1;FONDO ALACENA;3;397;440;3
4035;1;TECHO ALACENA;1;1200;296;15
4035;1;SOPORTE ESTANTE ;1;212;120;15
4035;1;ESTANTE MOVIL ALACENA;1;1168;140;15
4036;1;BASE ALACENA;1;1200;296;15
4036;1;00216 PUERTA-ALAC.;2;440;391;15
4036;1;Nï¿½3---00215 DIVISORIO-ALAC.;1;420;100;15
4036;1;COSTADO DER. ALAC.;1;420;296;15
4036;1;COSTADO DER. ALAC.;1;420;296;15
4036;1;00216 PUERTA-ALAC.;1;440;391;15
4036;1;FONDO ALACENA;3;397;440;3
4036;1;TECHO ALACENA;1;1200;296;15
4036;1;SOPORTE ESTANTE ;1;212;120;15
4036;1;ESTANTE MOVIL ALACENA;1;1168;140;15
4037;1;BASE ALACENA;1;1200;296;15
4037;1;00216 PUERTA-ALAC.;2;440;391;15
4037;1;Nï¿½3---00215 DIVISORIO-ALAC.;1;420;100;15
4037;1;COSTADO DER. ALAC.;1;420;296;15
4037;1;COSTADO DER. ALAC.;1;420;296;15
4037;1;00216 PUERTA-ALAC.;1;440;391;15
4037;1;FONDO ALACENA;3;397;440;3
4037;1;TECHO ALACENA;1;1200;296;15
4037;1;SOPORTE ESTANTE ;1;212;120;15
4037;1;ESTANTE MOVIL ALACENA;1;1168;140;15
4038;1;BASE ALACENA;1;1200;296;15
4038;1;00216 PUERTA-ALAC.;2;440;391;15
4038;1;Nï¿½3---00215 DIVISORIO-ALAC.;1;420;100;15
4038;1;COSTADO DER. ALAC.;1;420;296;15
4038;1;COSTADO DER. ALAC.;1;420;296;15
4038;1;00216 PUERTA-ALAC.;1;440;391;15
4038;1;FONDO ALACENA;3;397;440;3
4038;1;TECHO ALACENA;1;1200;296;15
4038;1;SOPORTE ESTANTE ;1;212;120;15
4038;1;ESTANTE MOVIL ALACENA;1;1168;140;15
4039;1;BASE ALACENA;1;1200;296;15
4039;1;00216 PUERTA-ALAC.;2;440;391;15
4039;1;Nï¿½3---00215 DIVISORIO-ALAC.;1;420;100;15
4039;1;COSTADO DER. ALAC.;1;420;296;15
4039;1;COSTADO DER. ALAC.;1;420;296;15
4039;1;00216 PUERTA-ALAC.;1;440;391;15
4039;1;FONDO ALACENA;3;397;440;3
4039;1;TECHO ALACENA;1;1200;296;15
4039;1;SOPORTE ESTANTE ;1;212;120;15
4039;1;ESTANTE MOVIL ALACENA;1;1168;140;15
4061;1;COSTADO AL DER;1;420;296;15
4061;1;COSTADO AL IZQ;1;400;296;15
4061;1;BASE Y TECHO (AL);2;400;296;15
4061;1;PUERTA (AL);1;440;380;15
4061;1;ESTANTE MOVIL (AL);1;368;140;15
4061;1;FONDO ALACENA;1;440;390;3
4062;1;COSTADO AL DER;1;420;296;15
4062;1;COSTADO AL IZQ;1;400;296;15
4062;1;BASE Y TECHO (AL);2;400;296;15
4062;1;PUERTA (AL);1;440;380;15
4062;1;ESTANTE MOVIL (AL);1;368;140;15
4062;1;FONDO ALACENA;1;440;390;3
4063;1;COSTADO AL DER;1;420;296;15
4063;1;COSTADO AL IZQ;1;400;296;15
4063;1;BASE Y TECHO (AL);2;400;296;15
4063;1;PUERTA (AL);1;440;380;15
4063;1;ESTANTE MOVIL (AL);1;368;140;15
4063;1;FONDO ALACENA;1;440;390;3
4064;1;COSTADO AL DER;1;420;296;15
4064;1;COSTADO AL IZQ;1;400;296;15
4064;1;BASE Y TECHO (AL);2;400;296;15
4064;1;PUERTA (AL);1;440;380;15
4064;1;ESTANTE MOVIL (AL);1;368;140;15
4064;1;FONDO ALACENA;1;440;390;3
4065;1;COSTADO AL DER;1;420;296;15
4065;1;COSTADO AL IZQ;1;400;296;15
4065;1;BASE Y TECHO (AL);2;400;296;15
4065;1;PUERTA (AL);1;440;380;15
4065;1;ESTANTE MOVIL (AL);1;368;140;15
4065;1;FONDO ALACENA;;440;390;3
